id,Long,Lat,HH,HH_std,HH_min,HH_max,HH_p25,HH_p50,HH_p75,HH_contrast,HH_dissimilarity,HH_homogeneity,HH_energy,HH_correlation,HV,HV_std,HV_min,HV_max,HV_p25,HV_p50,HV_p75,HV_contrast,HV_dissimilarity,HV_homogeneity,HV_energy,HV_correlation,VV,VV_std,VV_min,VV_max,VV_p25,VV_p50,VV_p75,VV_contrast,VV_dissimilarity,VV_homogeneity,VV_energy,VV_correlation,VH,VH_std,VH_min,VH_max,VH_p25,VH_p50,VH_p75,VH_contrast,VH_dissimilarity,VH_homogeneity,VH_energy,VH_correlation,HHHVRatio,HHVVRatio,HVVVRatio,VHHVRatio,RVI,Health,Tier
175,102.6673716,2.743984141,-3.5741034713056354,1.8914546718282044,-8.628179550170898,-0.1689424365758896,-6.675161838531494,-5.277891635894775,-4.262609481811523,44.499007936507994,5.231150793650801,0.16433299421500477,0.12378838371303949,0.5695764718429167,-15.423179308573404,1.0251968726096807,-17.417207717895508,-13.045114517211914,-16.82691764831543,-16.37912368774414,-15.847658157348633,61.77777777777786,5.819444444444451,0.1847717238428519,0.13274614384694625,0.4810811415363602,-5.958477020263672,1.8318570339842908,-11.226259231567383,-2.953418493270874,-8.127161026000977,-7.11580753326416,-5.811346530914307,34.14484126984132,4.444444444444451,0.2234488356255491,0.1284168401927702,0.6496647906439236,-15.752585093180338,0.8424984677059245,-17.53621482849121,-14.004599571228027,-16.735668182373047,-15.935906410217285,-15.453948020935059,55.847222222222285,5.87896825396826,0.17640660991325777,0.1296978668243558,0.48207069939620606,11.849075837267769,2.3843735489580364,-9.464702288309732,-0.3294057846069336,0.305950946413875,Healthy,0
176,102.6674443,2.744025896,-3.8223396788040795,2.2846108634230164,-9.6710844039917,-0.1689424365758896,-7.699483871459961,-5.277891635894775,-4.237085342407227,37.283730158730194,4.851190476190481,0.17503185667023732,0.12956972282950419,0.6665201882202603,-14.731287320454916,1.1299682229038654,-18.00821304321289,-13.045114517211914,-16.809633255004883,-16.270719528198242,-15.408319473266602,60.5942460317461,6.006944444444451,0.16887103068400766,0.12846973812604495,0.3935844969543814,-5.175060669581096,2.43156524688082,-12.05030632019043,-2.734315872192383,-8.745271682739258,-6.76884126663208,-4.987961292266846,46.30555555555561,5.251984126984133,0.18257647731833648,0.12015461048156423,0.6092492002955958,-15.328078163994682,0.8404152929629278,-17.554397583007812,-14.004599571228027,-16.3015193939209,-15.722265243530273,-15.168457984924316,61.02380952380959,6.317460317460325,0.146220675638679,0.1277558538484994,0.42211252976607694,10.908947641650837,1.3527209907770161,-9.556226650873821,-0.5967908435397664,0.3425140289892851,Healthy,0
177,102.6675136,2.743982471,-6.4861781862046985,2.5023297258251986,-10.973491668701172,-0.1689424365758896,-8.199605941772461,-6.601256847381592,-4.893730640411377,21.836309523809547,3.701388888888891,0.22926942516350396,0.139233303630119,0.7825518674834385,-15.304249975416395,1.2170924503789848,-18.347333908081055,-13.045114517211914,-16.939828872680664,-16.349014282226562,-15.470442771911621,54.600198412698475,5.701388888888895,0.17904324905118063,0.12733623182632658,0.49445747068148355,-7.677151521046956,2.6659161949900985,-12.05030632019043,-2.953418493270874,-10.758218765258789,-8.127161026000977,-5.828092575073242,36.54365079365083,4.444444444444449,0.22798756315379345,0.13064415169195462,0.7697215921487643,-15.580816268920898,0.9483840619774802,-18.07380485534668,-14.004599571228027,-16.447599411010742,-15.75360107421875,-15.256673812866211,61.67757936507943,6.312500000000006,0.13674781258704893,0.12487218578987233,0.36360068332573936,8.818071789211697,1.1909733348422575,-7.627098454369439,-0.27656629350450324,0.5192167175453691,Healthy,0
178,102.6675879,2.743979965,-7.898963875240749,2.4781395495606775,-12.688295364379883,-0.1756211370229721,-8.796260833740234,-7.8129496574401855,-5.494121074676514,15.786706349206362,3.189484126984129,0.24804019423299759,0.15112954273168683,0.7592661888304757,-15.824058638678657,1.467037617438975,-20.17013931274414,-13.045114517211914,-17.296300888061523,-16.545886993408203,-15.584506034851074,30.622023809523842,4.409722222222226,0.2061129130601844,0.13159172697643173,0.599961318795983,-9.066496266259087,2.830258818027604,-13.59432315826416,-3.7560009956359863,-11.226259231567383,-9.21965217590332,-6.76884126663208,31.344246031746074,4.181547619047623,0.2148639678051872,0.12499722185005495,0.7906633566484778,-15.983598921034071,1.3808933343821583,-20.46993064880371,-14.004599571228027,-16.763010025024414,-15.77920150756836,-15.332701683044434,34.211309523809554,4.481150793650796,0.21000413206323224,0.13247431299462378,0.5140150304600595,7.925094763437908,1.1675323910183373,-6.757562372419571,-0.1595402823554135,0.6181692056918335,Healthy,0
180,102.6675654,2.743909816,-8.27870437833998,2.637969366713306,-12.688295364379883,-0.1756211370229721,-9.040633201599121,-7.880321979522705,-5.641539573669434,17.00496031746033,3.332341269841273,0.2381382722722521,0.137725430040179,0.7576273410689357,-16.79357073042128,1.5408475965371842,-20.17013931274414,-13.045114517211914,-17.296300888061523,-16.559133529663086,-15.730996131896973,30.630952380952415,4.436507936507941,0.19518154095102364,0.13152297241126806,0.63123586466194,-10.04255469640096,2.7213822224283657,-13.924644470214844,-3.7560009956359863,-11.537890434265137,-9.42174243927002,-7.259753227233887,25.48015873015876,3.8730158730158766,0.2438551906141015,0.13346852159306005,0.7867075804746168,-16.338136461046005,1.4430910517944222,-20.46993064880371,-14.57961368560791,-16.779579162597656,-15.935906410217285,-15.346095085144043,43.82242063492067,5.0367063492063515,0.1997934597085796,0.12717825493786,0.5273693192610712,8.5148663520813,1.7638503180609817,-6.751016034020319,0.4554342693752744,0.5781870515734059,Healthy,0
183,102.6675061,2.74389729,-7.376909838782416,2.6006756259557546,-11.662834167480469,-0.1689424365758896,-8.316511154174805,-6.601256847381592,-4.911089897155762,20.04662698412701,3.5664682539682566,0.23534153757962517,0.1316482911497114,0.7742232131273437,-16.339769151475693,1.2295959706806554,-18.468732833862305,-13.045114517211914,-16.939828872680664,-16.545886993408203,-15.470442771911621,45.89484126984132,5.142857142857149,0.19786701240229454,0.13423056709915565,0.5335604316963684,-8.890774673885769,2.5527457372281908,-12.11058235168457,-2.953418493270874,-10.758218765258789,-8.5623779296875,-6.636434078216553,30.009920634920668,4.0992063492063515,0.2376451612252726,0.12956972282950416,0.7758245300686635,-15.900850507948133,0.9134746848988384,-18.07380485534668,-14.365212440490723,-16.447599411010742,-15.77920150756836,-15.332701683044434,71.14186507936518,6.64583333333334,0.13548621165495306,0.1249632849204905,0.32879309311769683,8.962859312693276,1.5138648351033526,-7.448994477589924,0.4389186435275594,0.5183563929665773,Healthy,0
184,102.667446,2.743940715,-4.801683755384551,2.2163311696170678,-9.6710844039917,-0.1689424365758896,-7.699483871459961,-5.372735977172852,-4.337305068969727,33.81845238095242,4.570436507936513,0.18769117031164176,0.1280157965620851,0.6936007832231,-15.09373844994439,1.1207356003427602,-18.00821304321289,-13.045114517211914,-16.883832931518555,-16.325605392456055,-15.512338638305664,57.992063492063565,5.807539682539689,0.18743065725894853,0.13851776791318898,0.4461086919950226,-6.623017019695705,2.3066667200412296,-12.05030632019043,-2.953418493270874,-8.981534957885742,-7.539438724517822,-5.811346530914307,41.0039682539683,4.79960317460318,0.20955328204211424,0.12642419490912035,0.6613438518149534,-15.492349942525228,0.8284009747719588,-17.554397583007812,-14.004599571228027,-16.369234085083008,-15.75360107421875,-15.256673812866211,63.531746031746096,6.440476190476198,0.14747988261247683,0.1306485061413743,0.4036320283757206,10.292054694559837,1.8213332643111544,-8.470721430248684,-0.39861149258083906,0.4055253022822327,Middle,0
185,102.667375,2.74389729,-5.309046745300293,1.900723215051371,-8.628179550170898,-0.1689424365758896,-6.601256847381592,-5.245654106140137,-4.262609481811523,42.85019841269846,5.153769841269847,0.1556041226664468,0.12613912456302437,0.5751451071933469,-16.474276542663574,1.0379896098847743,-17.417207717895508,-13.045114517211914,-16.913434982299805,-16.499004364013672,-15.886052131652832,54.19841269841277,5.4345238095238155,0.1876951214093651,0.13221306779004238,0.5438030874714992,-7.441999117533366,1.7747044428415715,-11.226259231567383,-2.953418493270874,-8.137393951416016,-7.259753227233887,-6.2008867263793945,28.69444444444449,4.103174603174609,0.22451308165716286,0.1298943336265096,0.6709004750194307,-16.383805380927193,0.7928797190011492,-17.53621482849121,-14.365212440490723,-16.779579162597656,-15.9957914352417,-15.453948020935059,63.75396825396834,6.303571428571436,0.15469666341877109,0.12237779936640625,0.4752952348581299,11.165229797363281,2.132952372233073,-9.032277425130207,0.09047116173638159,0.34662067155182924,Middle,0
186,102.6673057,2.743858875,-4.933763186136882,1.5511485059702899,-7.973186492919922,-0.1689424365758896,-6.206850051879883,-5.293290615081787,-4.749459266662598,40.270833333333364,4.760912698412701,0.20402731158333562,0.13663915617141476,0.3915446734955539,-16.809893396165634,0.9612589278049116,-17.417207717895508,-13.045114517211914,-16.913434982299805,-16.594196319580078,-16.034427642822266,44.77777777777783,5.001984126984132,0.19552332029871128,0.13388472850242975,0.4048690116644507,-7.629016505347358,1.434204243526155,-9.774007797241211,-2.953418493270874,-8.122138977050781,-7.544081211090088,-6.509764671325684,34.23908730158735,4.502976190476196,0.2122389103247072,0.13180076680476693,0.4746414454071287,-16.659990522596573,0.7651872365613687,-17.609100341796875,-14.57961368560791,-17.000137329101562,-16.283340454101562,-15.674358367919922,66.95138888888897,6.328373015873021,0.1541252008848841,0.12374691264931759,0.42236568501435456,11.876130210028752,2.695253319210476,-9.180876890818276,0.1499028735690615,0.31147351456294453,Middle,0
187,102.6673057,2.743776199,-4.827463679843479,1.1507996447203988,-7.973186492919922,-1.964189052581787,-6.206850051879883,-5.303278923034668,-4.82264518737793,41.47718253968257,4.967261904761909,0.19571131682316756,0.13093602921208364,0.35008538968809094,-16.854706552293564,0.6593049659654706,-18.05001449584961,-14.695968627929688,-16.91897964477539,-16.6551456451416,-16.143661499023438,57.1021825396826,6.034722222222228,0.1421069186179449,0.13003329969123675,0.16565758387477192,-7.321165932549371,1.1687685337887168,-10.291886329650879,-5.440413475036621,-8.137393951416016,-7.588724136352539,-6.636434078216553,56.743055555555614,5.9255952380952435,0.1539139372832229,0.12791858301080944,0.3856284649248177,-16.566717253790962,0.6685804617529667,-17.609100341796875,-15.202507972717285,-17.000137329101562,-16.286584854125977,-15.77920150756836,88.43849206349215,7.3095238095238155,0.148277744849708,0.12768150202019038,0.41911531791512835,12.027242872450085,2.4937022527058916,-9.533540619744194,0.2879892985026018,0.297063484724247,Middle,0
188,102.6673733,2.743731939,-4.891927348242866,1.5395616183726177,-9.710143089294434,-1.964189052581787,-6.601256847381592,-5.445542812347412,-4.82264518737793,31.692460317460345,4.2619047619047645,0.22922122076574916,0.13612877156998604,0.5409209043724661,-16.200843705071343,0.7290810984287107,-17.46173858642578,-13.27517032623291,-16.966384887695312,-16.809633255004883,-16.37334442138672,45.38690476190481,4.861111111111115,0.18373406114975657,0.14425384577799535,0.0548960140168682,-7.165149317847358,1.6149282125826594,-11.462411880493164,-5.3962578773498535,-9.209320068359375,-7.81406307220459,-6.509764671325684,38.27876984126988,4.641865079365083,0.19852989798401843,0.1281391662093623,0.6748334957897943,-15.656099637349447,0.72321191432958,-17.84242057800293,-15.202507972717285,-17.000137329101562,-16.283340454101562,-15.74874210357666,90.54265873015882,7.362103174603181,0.14064680782463404,0.12136401355834477,0.33290266319350986,11.308916356828476,2.273221969604492,-9.035694387223984,0.5447440677218953,0.34004657400412824,Healthy,0
189,102.66737,2.743815449,-5.211891439225939,1.5565738860483864,-9.710143089294434,-1.964189052581787,-6.5684990882873535,-5.457143783569336,-4.82264518737793,30.818452380952404,4.304563492063494,0.21161698809321303,0.1331293481359253,0.5319227509422124,-16.621949619717068,0.6358381726923669,-17.46173858642578,-14.695968627929688,-16.939828872680664,-16.687267303466797,-16.270719528198242,79.47619047619057,7.057539682539691,0.12844271308677538,0.13388472850242977,0.19270082594091062,-7.658626397450765,1.386506651712917,-11.226259231567383,-5.440413475036621,-8.745271682739258,-7.588724136352539,-6.636434078216553,42.009920634920675,5.009920634920639,0.1842937667331117,0.127648191230177,0.5831679561287454,-16.119867218865288,0.6540547865873266,-17.53621482849121,-15.202507972717285,-16.84930992126465,-16.27128791809082,-15.7061128616333,88.73313492063502,7.431547619047626,0.131028493459946,0.12403231806058079,0.4045614326335337,11.410058180491129,2.446734958224826,-8.963323222266304,0.5020824008517799,0.33737719516995684,Healthy,0
190,102.6674426,2.743771189,-5.8642927805582685,1.9516262393534896,-10.196341514587402,-1.964189052581787,-7.905988693237305,-5.91323709487915,-4.893730640411377,29.28869047619051,4.336309523809527,0.18372628900620314,0.12592674094726933,0.6941546486517669,-16.675226741366917,0.6822573161756474,-18.00821304321289,-14.695968627929688,-16.9560546875,-16.755598068237305,-16.270719528198242,59.76388888888896,6.126984126984133,0.14555337644804864,0.12987612625605338,0.22387922516569675,-8.273431777954102,1.7216662733127226,-12.05030632019043,-5.440413475036621,-9.454751014709473,-8.045243263244629,-6.652259349822998,35.83630952380956,4.620039682539685,0.20574603936340136,0.1261857704767536,0.67245095140753,-15.969257672627768,0.6770905878934842,-17.554397583007812,-14.980992317199707,-16.522930145263672,-16.253755569458008,-15.634928703308105,86.86706349206361,7.5555555555555625,0.11139065688161123,0.12010297263808248,0.3310277618187064,10.810933960808647,2.409138997395833,-8.401794963412815,0.7059690687391491,0.3814224238305658,Healthy,0
191,102.6675111,2.743733609,-6.49110402001275,2.3815963466468517,-11.87520980834961,-1.964189052581787,-9.040633201599121,-7.2005462646484375,-5.12805700302124,25.16170634920638,4.102182539682544,0.1859635897682529,0.12306080643628611,0.7597699835357379,-16.703943676418728,0.7883727072498631,-18.775062561035156,-14.695968627929688,-17.262544631958008,-16.889055252075195,-16.522218704223633,49.54563492063498,5.357142857142862,0.17468949843425913,0.13842331362249427,0.2887582274171843,-8.698521614074707,2.0094997919447506,-12.998682975769043,-5.3962578773498535,-10.758218765258789,-9.209320068359375,-7.857274055480957,32.95734126984131,4.3660714285714315,0.2296020149059237,0.12775967846160075,0.7114193626015155,-15.855961799621582,1.010129158045858,-19.36996841430664,-14.980992317199707,-17.339481353759766,-16.283340454101562,-15.674358367919922,64.74206349206352,6.049603174603179,0.16565851610601842,0.132890993324438,0.2812236848073327,10.21283965640598,2.2074175940619574,-8.00542206234402,0.8479818767971459,0.4250854681596157,Middle,0
192,102.6674877,2.743646758,-6.406164513693915,2.455881383682597,-11.87520980834961,-1.964189052581787,-9.228031158447266,-7.406984329223633,-5.418610095977783,28.71527777777781,4.4216269841269895,0.16972107993535568,0.12357139847296178,0.7484894642805023,-16.59447299109565,0.8402201949494217,-18.775062561035156,-14.695968627929688,-17.497514724731445,-16.93679428100586,-16.573759078979492,54.33234126984133,5.756944444444452,0.16007900283062693,0.13424757798201542,0.29967257294448485,-9.01390027999878,2.170509366294668,-12.998682975769043,-5.3962578773498535,-10.898837089538574,-9.42174243927002,-7.857274055480957,40.23412698412702,4.581349206349209,0.24433233677373273,0.12797245843383553,0.7216700713890409,-16.194549348619248,1.0758435789244867,-19.36996841430664,-14.980992317199707,-17.35637664794922,-16.369234085083008,-15.74874210357666,63.43253968253973,5.984126984126989,0.16506024952140852,0.1311671205960966,0.4090770269384499,10.188308477401733,2.607735766304864,-7.58057271109687,0.3999236424764021,0.4402413709240936,Middle,0
193,102.6674284,2.743687678,-4.604048437542385,2.041398082740847,-10.537330627441406,-1.964189052581787,-8.178162574768066,-6.075142860412598,-4.955260753631592,34.627976190476225,4.729166666666672,0.17283484399799293,0.12716969367145115,0.6704591170054388,-16.183037122090656,0.678419440110539,-18.313993453979492,-14.695968627929688,-17.320436477661133,-16.925012588500977,-16.573759078979492,47.672619047619115,5.45833333333334,0.15740891153657643,0.13457797081497752,0.29187107827295294,-7.8181215392218695,2.112886954691172,-12.982927322387695,-5.3962578773498535,-10.12232494354248,-8.137393951416016,-6.457980632781982,34.782738095238116,4.135912698412701,0.2565523965818706,0.1353878040700592,0.7410245764421426,-15.870722558763292,0.8561137852755911,-18.74388885498047,-14.980992317199707,-17.15924644470215,-16.369234085083008,-15.74874210357666,50.22321428571435,5.598214285714293,0.159599088111886,0.12140256632581622,0.47767811127008886,11.578988684548271,3.2140731016794843,-8.364915582868786,0.31231456332736407,0.34412626404189084,Healthy,0
