estate,feature_set,method,n_clusters,ari,ami,silhouette_sample,max_cluster_size,max_cluster_unhealthy_rate,max_cluster_enrichment,unhealthy_in_max_cluster,total_unhealthy,bic,aic
Palong_Basemap,local14,gmm_diag,8,0.001514475041381488,0.0018785639330613192,,245,0.12244897959183673,1.3291836734693878,30,200,66349.93475622615,65037.17488398426
Palong_Basemap,all14_plus_local,kmeans,2,-0.046374750732625085,0.006564857682043192,0.3112662535886148,1861,0.0999462654486835,1.0849167114454594,186,200,,
Palong_Basemap,all14_plus_local,kmeans,3,-0.012110267486901772,0.005942760814096391,0.14293504736405432,796,0.10427135678391959,1.1318655778894473,83,200,,
Palong_Basemap,all14_plus_local,kmeans,4,-0.014106240686292537,0.005424009997016813,0.14723711092718583,727,0.1031636863823934,1.1198418156808805,75,200,,
Palong_Basemap,all14_plus_local,kmeans,5,-0.0021440159184925862,0.004456759233382205,0.10481887163635026,535,0.11775700934579439,1.278252336448598,63,200,,
Palong_Basemap,all14_plus_local,kmeans,6,-0.003671249869018123,0.0033735786681576216,0.10572438620914794,555,0.11351351351351352,1.2321891891891894,63,200,,
Palong_Basemap,all14_plus_local,kmeans,7,-0.0006668743926414219,0.004016387140803171,0.09057471000186693,341,0.12023460410557185,1.3051466275659824,41,200,,
Palong_Basemap,all14_plus_local,kmeans,8,-0.0020261126521564908,0.0022998216479223265,0.09356779301766263,304,0.125,1.356875,38,200,,
Palong_Basemap,all14_plus_local,kmeans,9,-0.0020247835481018335,0.003138257243341328,0.0878492037777331,279,0.11469534050179211,1.2450179211469534,32,200,,
Palong_Basemap,all14_plus_local,kmeans,10,-0.0015574803726655974,0.003909549142739111,0.08807359078459236,199,0.1306532663316583,1.418241206030151,26,200,,
Palong_Basemap,all14_plus_local,kmeans,11,-0.0008107201545898995,0.004576326433419861,0.08237212928952369,224,0.13839285714285715,1.5022544642857145,31,200,,
Palong_Basemap,all14_plus_local,kmeans,12,-0.0001349941686781765,0.003631541658047222,0.0843702878198227,180,0.14444444444444443,1.5679444444444444,26,200,,
Palong_Basemap,all14_plus_local,gmm_diag,2,-0.022738188047089318,0.0015483113313423946,,1711,0.09818819403857393,1.06583284628872,168,200,151778.47376325782,151136.30118506157
Palong_Basemap,all14_plus_local,gmm_diag,3,-0.009190952266119958,0.0030019400864417204,,779,0.10269576379974327,1.1147625160462131,80,200,144261.8571921145,143295.7568532352
Palong_Basemap,all14_plus_local,gmm_diag,4,-0.00411741538541293,0.002453545638616234,,479,0.10855949895615867,1.1784133611691023,52,200,139245.65380002133,137955.62570045897
Palong_Basemap,all14_plus_local,gmm_diag,5,-0.0011649580911881126,0.0034839214867300183,,380,0.11578947368421053,1.2568947368421053,44,200,136589.93866258347,134975.98280233803
Palong_Basemap,all14_plus_local,gmm_diag,6,-0.002210475584700768,0.004331762710665717,,401,0.11970074812967581,1.299351620947631,48,200,134542.36123541868,132604.47761449017
Palong_Basemap,all14_plus_local,gmm_diag,7,-0.0008920972040166798,0.0036425074962911546,,303,0.1254125412541254,1.3613531353135313,38,200,132709.66055711408,130447.84917550252
Palong_Basemap,all14_plus_local,gmm_diag,8,-0.0015343032068134027,0.004583088112960651,,253,0.1383399209486166,1.5016798418972332,35,200,130829.26646571548,128243.52732342086
Serting_Basemap,all14,kmeans,2,0.003238315626093261,0.000227312612940186,0.21822658051207378,737,0.10176390773405698,1.101561260991383,75,154,,
Serting_Basemap,all14,kmeans,3,0.0013053089393275197,0.00029716140839707993,0.1565731839707016,508,0.11023622047244094,1.1932712956335003,56,154,,
Serting_Basemap,all14,kmeans,4,-0.0014816824529733652,0.0019685425993061292,0.1457811913150043,309,0.10679611650485436,1.1560332871012482,33,154,,
Serting_Basemap,all14,kmeans,5,-0.0005904079001082137,0.0003568081337149094,0.14463076651795653,315,0.10476190476190476,1.1340136054421768,33,154,,
Serting_Basemap,all14,kmeans,6,-0.00031975744694849324,-0.0005027467188299484,0.14854195984392676,263,0.10646387832699619,1.1524369166954718,28,154,,
Serting_Basemap,all14,kmeans,7,0.0007083163627739107,-0.0009138565133315236,0.14447538192414594,210,0.10476190476190476,1.1340136054421768,22,154,,
Serting_Basemap,all14,kmeans,8,0.00042257237934693973,-0.0009695749604812145,0.14622402670003035,217,0.11059907834101383,1.1971991142498055,24,154,,
Serting_Basemap,all14,kmeans,9,0.0005134215962380691,-0.0010809024438080822,0.14238128218683013,178,0.11235955056179775,1.2162556544579015,20,154,,
Serting_Basemap,all14,kmeans,10,0.000954373746372726,0.0003648665888910427,0.14124618192172914,108,0.14814814814814814,1.6036556036556036,16,154,,
Serting_Basemap,all14,kmeans,11,0.0005837642131789881,0.0019285635091400917,0.14361442983140393,119,0.15966386554621848,1.7283095056204298,19,154,,
Serting_Basemap,all14,kmeans,12,0.0003825996978881732,0.0009349617080431889,0.13996347300417988,97,0.14432989690721648,1.5623242736644796,14,154,,
Serting_Basemap,all14,gmm_diag,2,0.005853009219108523,0.0007028633644150213,,697,0.10473457675753228,1.1337177886675733,73,154,60770.293592013295,60461.4230816965
Serting_Basemap,all14,gmm_diag,3,-0.002376747622772941,0.0013844229565433115,,665,0.10827067669172932,1.1719949223708621,72,154,58375.31936144154,57909.304205524975
Serting_Basemap,all14,gmm_diag,4,-0.003207833638499557,0.0009424294963624206,,563,0.10657193605683836,1.1536066065373347,60,154,56771.768331186664,56148.608529670324
Serting_Basemap,all14,gmm_diag,5,-0.0006871329512028571,0.0017223480950560965,,424,0.1179245283018868,1.2764947316834108,50,154,55895.40690779574,55115.10246067963
Serting_Basemap,all14,gmm_diag,6,-0.0023901918385638822,0.0010771092156514502,,354,0.12146892655367232,1.314861691980336,43,154,55082.286662711755,54144.83756999587
Serting_Basemap,all14,gmm_diag,7,-0.0008954583867139504,0.0011575377352917489,,319,0.11598746081504702,1.2555266050563856,37,154,54288.735396038704,53194.14165772304
Serting_Basemap,all14,gmm_diag,8,0.0002873691788650147,0.001214724810231806,,143,0.13986013986013987,1.5139406048496957,20,154,53816.72288922757,52564.98450531213
Serting_Basemap,extended_indices,kmeans,2,0.005073003553050656,4.5143460616436016e-05,0.3096886776585242,660,0.10151515151515152,1.0988685556867375,67,154,,
Serting_Basemap,extended_indices,kmeans,3,0.005693823219054909,0.0003335783458547228,0.27782997074639443,388,0.10309278350515463,1.1159459097603426,40,154,,
Serting_Basemap,extended_indices,kmeans,4,0.0006064209686179891,0.001690282808937609,0.2450203834633296,351,0.1111111111111111,1.2027417027417027,39,154,,
Serting_Basemap,extended_indices,kmeans,5,-0.0009566015933092753,0.0009357116214443303,0.23002463616904287,242,0.10743801652892562,1.1629816464527207,26,154,,
Serting_Basemap,extended_indices,kmeans,6,0.0012640353211001722,-6.49171548143777e-05,0.2339795668123119,272,0.10661764705882353,1.1541014132925898,29,154,,
