stage,cv,estate,model,feature_set,repeat,n,n_pos,n_neg,pos_rate,pr_auc,pr_auc_lift,roc_auc,precision_at_1pct,recall_at_1pct,enrichment_at_1pct,precision_at_5pct,recall_at_5pct,enrichment_at_5pct,precision_at_10pct,recall_at_10pct,enrichment_at_10pct,precision_at_20pct,recall_at_20pct,enrichment_at_20pct
spatial_context,spatial_5fold_repeated,AHCensus_Basemap,knn_label_fraction_10,coords_plus_training_labels,0,2511,160,2351,0.06371963361210672,0.09346958655524029,0.029749952943133567,0.5468763292216079,0.19230769230769232,0.03125,3.0180288461538467,0.1111111111111111,0.0875,1.7437500000000001,0.0873015873015873,0.1375,1.3700892857142857,0.0874751491053678,0.275,1.372813121272366
spatial_context,spatial_5fold_repeated,AHCensus_Basemap,knn_label_fraction_25,coords_plus_training_labels,0,2511,160,2351,0.06371963361210672,0.09893587190371378,0.035216238291607055,0.5842566992769035,0.19230769230769232,0.03125,3.0180288461538467,0.15079365079365079,0.11875,2.366517857142857,0.12698412698412698,0.2,1.9928571428571429,0.09741550695825049,0.30625,1.5288146123260438
spatial_context,spatial_5fold_repeated,AHCensus_Basemap,nearest_u_relative_distance,coords_plus_training_labels,0,2511,160,2351,0.06371963361210672,0.08247673582051175,0.018757102208405027,0.5336160144619311,0.23076923076923078,0.0375,3.621634615384616,0.10317460317460317,0.08125,1.6191964285714286,0.07936507936507936,0.125,1.2455357142857144,0.07554671968190854,0.2375,1.1856113320079522
spatial_context,spatial_5fold_repeated,AHCensus_Basemap,nearest_u_minus_h,coords_plus_training_labels,0,2511,160,2351,0.06371963361210672,0.0786814729331453,0.014961839321038575,0.5426919396001701,0.15384615384615385,0.025,2.4144230769230774,0.0873015873015873,0.06875,1.3700892857142857,0.08333333333333333,0.13125,1.3078125,0.07952286282306163,0.25,1.2480119284294235
spatial_context,spatial_5fold_repeated,AHCensus_Basemap,knn_label_fraction_10,coords_plus_training_labels,1,2511,160,2351,0.06371963361210672,0.09346958655524029,0.029749952943133567,0.5468763292216079,0.19230769230769232,0.03125,3.0180288461538467,0.1111111111111111,0.0875,1.7437500000000001,0.0873015873015873,0.1375,1.3700892857142857,0.0874751491053678,0.275,1.372813121272366
spatial_context,spatial_5fold_repeated,AHCensus_Basemap,knn_label_fraction_25,coords_plus_training_labels,1,2511,160,2351,0.06371963361210672,0.09893587190371378,0.035216238291607055,0.5842566992769035,0.19230769230769232,0.03125,3.0180288461538467,0.15079365079365079,0.11875,2.366517857142857,0.12698412698412698,0.2,1.9928571428571429,0.09741550695825049,0.30625,1.5288146123260438
spatial_context,spatial_5fold_repeated,AHCensus_Basemap,nearest_u_relative_distance,coords_plus_training_labels,1,2511,160,2351,0.06371963361210672,0.08247673582051175,0.018757102208405027,0.5336160144619311,0.23076923076923078,0.0375,3.621634615384616,0.10317460317460317,0.08125,1.6191964285714286,0.07936507936507936,0.125,1.2455357142857144,0.07554671968190854,0.2375,1.1856113320079522
spatial_context,spatial_5fold_repeated,AHCensus_Basemap,nearest_u_minus_h,coords_plus_training_labels,1,2511,160,2351,0.06371963361210672,0.0786814729331453,0.014961839321038575,0.5426919396001701,0.15384615384615385,0.025,2.4144230769230774,0.0873015873015873,0.06875,1.3700892857142857,0.08333333333333333,0.13125,1.3078125,0.07952286282306163,0.25,1.2480119284294235
spatial_context,spatial_5fold_repeated,AHCensus_Basemap,knn_label_fraction_10,coords_plus_training_labels,2,2511,160,2351,0.06371963361210672,0.09346958655524029,0.029749952943133567,0.5468763292216079,0.19230769230769232,0.03125,3.0180288461538467,0.1111111111111111,0.0875,1.7437500000000001,0.0873015873015873,0.1375,1.3700892857142857,0.0874751491053678,0.275,1.372813121272366
spatial_context,spatial_5fold_repeated,AHCensus_Basemap,knn_label_fraction_25,coords_plus_training_labels,2,2511,160,2351,0.06371963361210672,0.09893587190371378,0.035216238291607055,0.5842566992769035,0.19230769230769232,0.03125,3.0180288461538467,0.15079365079365079,0.11875,2.366517857142857,0.12698412698412698,0.2,1.9928571428571429,0.09741550695825049,0.30625,1.5288146123260438
