stage,cv,estate,model,feature_set,n_mean,n_std,n_pos_mean,n_pos_std,n_neg_mean,n_neg_std,pos_rate_mean,pos_rate_std,pr_auc_mean,pr_auc_std,pr_auc_lift_mean,pr_auc_lift_std,roc_auc_mean,roc_auc_std,precision_at_1pct_mean,precision_at_1pct_std,recall_at_1pct_mean,recall_at_1pct_std,enrichment_at_1pct_mean,enrichment_at_1pct_std,precision_at_5pct_mean,precision_at_5pct_std,recall_at_5pct_mean,recall_at_5pct_std,enrichment_at_5pct_mean,enrichment_at_5pct_std,precision_at_10pct_mean,precision_at_10pct_std,recall_at_10pct_mean,recall_at_10pct_std,enrichment_at_10pct_mean,enrichment_at_10pct_std,precision_at_20pct_mean,precision_at_20pct_std,recall_at_20pct_mean,recall_at_20pct_std,enrichment_at_20pct_mean,enrichment_at_20pct_std
healthy_only,spatial_5fold_repeated,AHCensus_Basemap,gmm_4,all14_plus_local,2511.0,0.0,160.0,0.0,2351.0,0.0,0.06371963361210672,0.0,0.06900073489173228,0.00014376550100691916,0.005281101279625555,0.00014376550100691916,0.4921496171841769,8.821065516290217e-05,0.07692307692307693,0.0,0.012500000000000002,2.1245936804851847e-18,1.2072115384615387,0.0,0.10846560846560845,0.004582144993568458,0.08541666666666665,0.003608439182435156,1.7022321428571427,0.07191103799281502,0.09788359788359786,0.002291072496784229,0.15416666666666667,0.0036084391824351644,1.5361607142857145,0.03595551899640758,0.06693174287607688,0.0011478136564406066,0.21041666666666667,0.0036084391824351644,1.0504100397614315,0.018013500570764774
healthy_only,spatial_5fold_repeated,AHCensus_Basemap,ocsvm_nu10,raw4_plus_local,2511.0,0.0,160.0,0.0,2351.0,0.0,0.06371963361210672,0.0,0.06961776024872662,0.0,0.005898126636619899,0.0,0.5225834751169715,0.0,0.038461538461538464,0.0,0.006250000000000001,1.0622968402425924e-18,0.6036057692307694,0.0,0.06349206349206349,0.0,0.05000000000000001,8.498374721940739e-18,0.9964285714285714,0.0,0.07142857142857142,0.0,0.1125,0.0,1.120982142857143,0.0,0.08151093439363817,0.0,0.25625,0.0,1.279212226640159,0.0
healthy_only,spatial_5fold_repeated,AHCensus_Basemap,isolation_forest,raw4_plus_local,2511.0,0.0,160.0,0.0,2351.0,0.0,0.06371963361210672,0.0,0.06714459753231135,3.8164097093459286e-05,0.003424963920204624,3.8164097093459286e-05,0.5005245994612222,0.0026239054503322855,0.07692307692307693,0.0,0.012500000000000002,2.1245936804851847e-18,1.2072115384615387,0.0,0.07407407407407407,0.004582144993568458,0.05833333333333333,0.0036084391824351605,1.1624999999999999,0.07191103799281502,0.08068783068783068,0.002291072496784229,0.12708333333333333,0.0036084391824351644,1.2662946428571429,0.03595551899640745,0.073558648111332,0.003443440969321827,0.23124999999999998,0.010825317547305476,1.1544110337972169,0.05404050171229444
healthy_only,spatial_5fold_repeated,AHCensus_Basemap,pca_recon_10,raw4_plus_local,2511.0,0.0,160.0,0.0,2351.0,0.0,0.06371963361210672,0.0,0.06633676899693788,0.0,0.0026171353848311596,0.0,0.5143436303700553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.05000000000000001,8.498374721940739e-18,0.9964285714285714,0.0,0.06746031746031746,0.0,0.10625,0.0,1.0587053571428573,0.0,0.07157057654075547,0.0,0.225,0.0,1.123210735586481,0.0
healthy_only,spatial_5fold_repeated,AHCensus_Basemap,knn_dist_20,raw4_plus_local,2511.0,0.0,160.0,0.0,2351.0,0.0,0.06371963361210672,0.0,0.06104151095345991,0.0,-0.0026781226586468157,0.0,0.4723149723521906,0.0,0.038461538461538464,0.0,0.006250000000000001,1.0622968402425924e-18,0.6036057692307694,0.0,0.05555555555555555,0.0,0.04374999999999999,8.498374721940739e-18,0.8718750000000001,0.0,0.07142857142857142,0.0,0.1125,0.0,1.120982142857143,0.0,0.05168986083499006,0.0,0.1625,0.0,0.8112077534791253,0.0
healthy_only,spatial_5fold_repeated,AHCensus_Basemap,gmm_4,raw4_plus_local,2511.0,0.0,160.0,0.0,2351.0,0.0,0.06371963361210672,0.0,0.06129173650509486,0.0008224457635900265,-0.002427897107011865,0.0008224457635900265,0.46985502622997305,0.002404745699630372,0.05128205128205129,0.022205779584216375,0.008333333333333333,0.0036084391824351613,0.8048076923076924,0.3484919533497958,0.07407407407407407,0.004582144993568458,0.05833333333333333,0.0036084391824351605,1.1625,0.07191103799281502,0.06481481481481481,0.002291072496784229,0.10208333333333335,0.003608439182435156,1.0171875000000001,0.03595551899640758,0.05897945659377071,0.004591254625762434,0.18541666666666667,0.01443375672974064,0.9256088469184892,0.07205400228305922
healthy_only,spatial_5fold_repeated,AHCensus_Basemap,ocsvm_nu10,raw4,2511.0,0.0,160.0,0.0,2351.0,0.0,0.06371963361210672,0.0,0.06819208455281076,0.0,0.004472450940704031,0.0,0.5050031901318588,0.0,0.038461538461538464,0.0,0.006250000000000001,1.0622968402425924e-18,0.6036057692307694,0.0,0.07142857142857142,0.0,0.05625,0.0,1.120982142857143,0.0,0.07142857142857142,0.0,0.1125,0.0,1.120982142857143,0.0,0.073558648111332,0.0,0.23125000000000004,3.3993498887762956e-17,1.1544110337972167,0.0
healthy_only,spatial_5fold_repeated,AHCensus_Basemap,isolation_forest,raw4,2511.0,0.0,160.0,0.0,2351.0,0.0,0.06371963361210672,0.0,0.06848744942605783,0.0009666074672311345,0.004767815813951119,0.0009666074672311345,0.4980336381681554,0.005241951427113458,0.038461538461538464,0.0,0.006250000000000001,1.0622968402425924e-18,0.6036057692307694,0.0,0.08730158730158728,1.6996749443881478e-17,0.06875,0.0,1.3700892857142855,2.7194799110210365e-16,0.09656084656084656,0.006061608062110899,0.15208333333333332,0.009547032697824675,1.5154017857142856,0.09512936152475293,0.0728959575878065,0.0011478136564406066,0.22916666666666666,0.0036084391824351644,1.1440109343936382,0.018013500570764774
healthy_only,spatial_5fold_repeated,AHCensus_Basemap,pca_recon_10,raw4,2511.0,0.0,160.0,0.0,2351.0,0.0,0.06371963361210672,0.0,0.06516940582010772,0.0,0.0014497722080009934,0.0,0.4871344640578477,6.798699777552591e-17,0.07692307692307693,0.0,0.012500000000000002,2.1245936804851847e-18,1.2072115384615387,0.0,0.07142857142857142,0.0,0.05625,0.0,1.120982142857143,0.0,0.07142857142857142,0.0,0.1125,0.0,1.120982142857143,0.0,0.0636182902584493,0.0,0.20000000000000004,3.3993498887762956e-17,0.9984095427435388,0.0
healthy_only,spatial_5fold_repeated,AHCensus_Basemap,knn_dist_20,raw4,2511.0,0.0,160.0,0.0,2351.0,0.0,0.06371963361210672,0.0,0.06008340208005611,0.0,-0.0036362315320506156,0.0,0.46731709910676306,6.798699777552591e-17,0.07692307692307693,0.0,0.012500000000000002,2.1245936804851847e-18,1.2072115384615387,0.0,0.05555555555555555,0.0,0.04374999999999999,8.498374721940739e-18,0.8718750000000001,0.0,0.06349206349206349,0.0,0.10000000000000002,1.6996749443881478e-17,0.9964285714285714,0.0,0.05566600397614315,8.498374721940739e-18,0.17499999999999996,3.3993498887762956e-17,0.8736083499005965,0.0
healthy_only,spatial_5fold_repeated,AHCensus_Basemap,gmm_4,raw4,2511.0,0.0,160.0,0.0,2351.0,0.0,0.06371963361210672,0.0,0.06204573537838759,7.441850091852392e-05,-0.0016738982337191368,7.441850091852392e-05,0.4788999361973629,8.527762086528906e-05,0.06410256410256411,0.02220577958421638,0.010416666666666666,0.0036084391824351613,1.0060096153846156,0.3484919533497958,0.06613756613756613,0.004582144993568458,0.052083333333333336,0.0036084391824351605,1.0379464285714286,0.07191103799281502,0.06613756613756613,0.002291072496784229,0.10416666666666667,0.003608439182435156,1.0379464285714286,0.03595551899640758,0.058979456593770706,0.0011478136564406066,0.18541666666666667,0.0036084391824351644,0.9256088469184891,0.01801350057076477
healthy_only,spatial_5fold_repeated,Palong_Basemap,ocsvm_nu05,all14,2171.0,0.0,200.0,0.0,1971.0,0.0,0.09212344541685859,0.0,0.07828941526594399,0.0,-0.013834030150914597,0.0,0.44875951293759514,6.798699777552591e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.01834862385321101,0.0,0.01,0.0,0.19917431192660554,0.0,0.04128440366972477,0.0,0.045000000000000005,8.498374721940739e-18,0.4481422018348624,0.0,0.06896551724137931,0.0,0.15,0.0,0.7486206896551725,0.0
healthy_only,spatial_5fold_repeated,Palong_Basemap,ocsvm_nu10,all14,2171.0,0.0,200.0,0.0,1971.0,0.0,0.09212344541685859,0.0,0.07719781745503794,0.0,-0.014925627961820648,0.0,0.4421993911719939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01834862385321101,0.0,0.01,0.0,0.19917431192660554,0.0,0.045871559633027525,0.0,0.05000000000000001,8.498374721940739e-18,0.4979357798165138,0.0,0.05517241379310345,0.0,0.12,0.0,0.5988965517241379,0.0
