stage,cv,estate,model,feature_set,n_mean,n_std,n_pos_mean,n_pos_std,n_neg_mean,n_neg_std,pos_rate_mean,pos_rate_std,pr_auc_mean,pr_auc_std,pr_auc_lift_mean,pr_auc_lift_std,roc_auc_mean,roc_auc_std,precision_at_1pct_mean,precision_at_1pct_std,recall_at_1pct_mean,recall_at_1pct_std,enrichment_at_1pct_mean,enrichment_at_1pct_std,precision_at_5pct_mean,precision_at_5pct_std,recall_at_5pct_mean,recall_at_5pct_std,enrichment_at_5pct_mean,enrichment_at_5pct_std,precision_at_10pct_mean,precision_at_10pct_std,recall_at_10pct_mean,recall_at_10pct_std,enrichment_at_10pct_mean,enrichment_at_10pct_std,precision_at_20pct_mean,precision_at_20pct_std,recall_at_20pct_mean,recall_at_20pct_std,enrichment_at_20pct_mean,enrichment_at_20pct_std
supervised,spatial_5fold_repeated,AHCensus_Basemap,knn_25,all14,2511.0,0.0,160.0,0.0,2351.0,0.0,0.0637196336121067,0.0,0.0910610842238976,0.0,0.0273414506117908,0.0,0.5443986601446192,0.0,0.1538461538461538,0.0,0.025,4.2491873609703695e-18,2.414423076923077,0.0,0.1111111111111111,0.0,0.0874999999999999,1.6996749443881478e-17,1.74375,0.0,0.1031746031746031,1.6996749443881478e-17,0.1625,0.0,1.6191964285714286,0.0,0.0854870775347912,0.0,0.26875,0.0,1.3416128230616302,0.0
supervised,spatial_5fold_repeated,AHCensus_Basemap,hist_gbdt_balanced,all14,2511.0,0.0,160.0,0.0,2351.0,0.0,0.0637196336121067,0.0,0.078583740113133,0.0061434432905289,0.0148641065010263,0.0061434432905289,0.536005954912803,0.007689916807799,0.141025641025641,0.0800640769025435,0.0229166666666666,0.0130104124966633,2.2132211538461544,1.2565056068892932,0.1005291005291005,0.0165211587259216,0.0791666666666666,0.0130104124966633,1.5776785714285717,0.2592789347549334,0.0925925925925925,0.0203634977755828,0.1458333333333333,0.032072508996543,1.453125,0.3195796432155537,0.0781974817760106,0.0022956273128812,0.2458333333333333,0.0072168783648703,1.2272117296222664,0.0360270011415296
supervised,spatial_5fold_repeated,AHCensus_Basemap,gaussian_nb,all14,2511.0,0.0,160.0,0.0,2351.0,0.0,0.0637196336121067,0.0,0.0769540788096845,0.0,0.0132344451975777,0.0,0.5540780518928117,0.0,0.0384615384615384,0.0,0.00625,1.0622968402425924e-18,0.6036057692307694,0.0,0.0793650793650793,0.0,0.0625,0.0,1.2455357142857144,0.0,0.0952380952380952,0.0,0.15,0.0,1.4946428571428572,0.0,0.0755467196819085,0.0,0.2374999999999999,3.399349888776296e-17,1.1856113320079522,0.0
supervised,spatial_5fold_repeated,AHCensus_Basemap,logreg_l1,all14,2511.0,0.0,160.0,0.0,2351.0,0.0,0.0637196336121067,0.0,0.0737883945865037,9.46186788969612e-07,0.010068760974397,9.46186788969612e-07,0.5299934425067349,4.060839088857652e-06,0.0384615384615384,0.0,0.00625,1.0622968402425924e-18,0.6036057692307694,0.0,0.1111111111111111,0.0,0.0874999999999999,1.6996749443881478e-17,1.74375,0.0,0.0833333333333333,0.0,0.13125,0.0,1.3078125,0.0,0.0755467196819085,0.0,0.2374999999999999,3.399349888776296e-17,1.1856113320079522,0.0
supervised,spatial_5fold_repeated,AHCensus_Basemap,logreg_l2,all14,2511.0,0.0,160.0,0.0,2351.0,0.0,0.0637196336121067,0.0,0.0734661386608635,0.0,0.0097465050487567,0.0,0.5393103998298597,0.0,0.0769230769230769,0.0,0.0125,2.1245936804851847e-18,1.2072115384615387,0.0,0.0873015873015872,1.6996749443881478e-17,0.06875,0.0,1.3700892857142857,2.7194799110210365e-16,0.0674603174603174,0.0,0.10625,0.0,1.0587053571428573,0.0,0.073558648111332,0.0,0.23125,3.399349888776296e-17,1.1544110337972169,0.0
supervised,spatial_5fold_repeated,AHCensus_Basemap,lda_shrink,all14,2511.0,0.0,160.0,0.0,2351.0,0.0,0.0637196336121067,0.0,0.0729665205117753,0.0,0.0092468868996686,0.0,0.537914717141642,0.0,0.0384615384615384,0.0,0.00625,1.0622968402425924e-18,0.6036057692307694,0.0,0.0873015873015872,1.6996749443881478e-17,0.06875,0.0,1.3700892857142857,2.7194799110210365e-16,0.0753968253968253,0.0,0.1187499999999999,1.6996749443881478e-17,1.1832589285714286,0.0,0.0775347912524851,0.0,0.24375,0.0,1.216811630218688,0.0
supervised,spatial_5fold_repeated,AHCensus_Basemap,rf_balanced,all14,2511.0,0.0,160.0,0.0,2351.0,0.0,0.0637196336121067,0.0,0.0719703640013935,0.0012704420829077,0.0082507303892868,0.0012704420829077,0.5225223309230115,0.004676836335139,0.0897435897435897,0.0222057795842163,0.0145833333333333,0.0036084391824351,1.4084134615384618,0.3484919533497957,0.0873015873015872,0.0137464349807053,0.0687499999999999,0.0108253175473054,1.370089285714286,0.2157331139784449,0.074074074074074,0.0099865534858078,0.1166666666666666,0.0157288217401473,1.1625,0.1567264737678972,0.0728959575878065,0.0011478136564406,0.2291666666666666,0.0036084391824351,1.1440109343936382,0.0180135005707647
supervised,spatial_5fold_repeated,AHCensus_Basemap,extratrees_balanced,all14,2511.0,0.0,160.0,0.0,2351.0,0.0,0.0637196336121067,0.0,0.0713195967320811,0.000777048812465,0.0075999631199743,0.000777048812465,0.5199795299872395,0.0017502840662603,0.1282051282051282,0.0222057795842163,0.0208333333333333,0.0036084391824351,2.0120192307692317,0.3484919533497959,0.0634920634920634,0.0,0.05,8.498374721940739e-18,0.9964285714285714,0.0,0.0661375661375661,0.0091642899871369,0.1041666666666666,0.0144337567297406,1.0379464285714286,0.14382207598563,0.0656063618290258,0.0019880715705765,0.2062499999999999,0.0062499999999999,1.0296098409542742,0.0312002982107356
supervised,spatial_5fold_repeated,AHCensus_Basemap,xgboost_balanced,all14,2511.0,0.0,160.0,0.0,2351.0,0.0,0.0637196336121067,0.0,0.0679785787534665,0.0013679526191049,0.0042589451413598,0.0013679526191049,0.4976011980717425,0.0013674772807457,0.0769230769230769,0.0384615384615384,0.0125,0.0062499999999999,1.2072115384615387,0.6036057692307693,0.0767195767195767,0.0121232161242217,0.0604166666666666,0.0095470326978246,1.2040178571428573,0.1902587230495058,0.0727513227513227,0.0022910724967842,0.1145833333333333,0.0036084391824351,1.1417410714285714,0.0359555189964074,0.0722332670642809,0.0011478136564406,0.2270833333333333,0.0036084391824351,1.1336108349900595,0.0180135005707647
supervised,spatial_5fold_repeated,AHCensus_Basemap,svm_rbf,all14,2511.0,0.0,160.0,0.0,2351.0,0.0,0.0637196336121067,0.0,0.0679534750590593,0.0,0.0042338414469526,0.0,0.5157459591663123,0.0,0.0769230769230769,0.0,0.0125,2.1245936804851847e-18,1.2072115384615387,0.0,0.0793650793650793,0.0,0.0625,0.0,1.2455357142857144,0.0,0.0634920634920634,0.0,0.1,1.6996749443881478e-17,0.9964285714285714,0.0,0.0616302186878727,0.0,0.19375,0.0,0.9672092445328032,0.0
