id,Long,Lat,Class
814,102.436421,2.945977,Healthy
815,102.431604,2.947434,Healthy
816,102.434738,2.945338,Healthy
817,102.433137,2.946839,Unhealthy
818,102.431678,2.947299,Healthy
819,102.431839,2.947571,Healthy
820,102.432034,2.947916,Healthy
821,102.436146,2.945499,Unhealthy
822,102.431595,2.947295,Healthy
823,102.4316,2.947567,Healthy
824,102.435919,2.944947,Healthy
825,102.435005,2.945542,Healthy
826,102.434891,2.945614,Healthy
827,102.435997,2.944951,Healthy
828,102.434772,2.945549,Healthy
829,102.435008,2.945816,Healthy
830,102.433334,2.94704,Healthy
831,102.434653,2.945338,Healthy
832,102.436191,2.945293,Healthy
833,102.437091,2.946058,Healthy
834,102.437201,2.946397,Unhealthy
835,102.43168,2.947703,Healthy
836,102.436229,2.945629,Healthy
837,102.434577,2.945199,Healthy
838,102.434053,2.945675,Unhealthy
839,102.431919,2.947847,Healthy
840,102.435,2.945962,Healthy
841,102.435162,2.945956,Healthy
842,102.437548,2.947021,Healthy
843,102.4318,2.94764,Healthy
844,102.436659,2.945976,Healthy
845,102.432596,2.946149,Healthy
846,102.437782,2.947022,Healthy
847,102.436385,2.945634,Healthy
848,102.432753,2.946419,Healthy
849,102.436115,2.94529,Healthy
850,102.436579,2.945973,Healthy
851,102.437357,2.946394,Healthy
852,102.432714,2.946076,Healthy
853,102.432761,2.946149,Healthy
854,102.432987,2.946424,Unhealthy
855,102.437477,2.946604,Healthy
856,102.431916,2.947711,Healthy
857,102.433025,2.946758,Healthy
858,102.432037,2.948048,Healthy
859,102.431721,2.947366,Healthy
860,102.43619,2.945154,Unhealthy
861,102.433101,2.946903,Healthy
862,102.43744,2.946538,Healthy
863,102.437738,2.947088,Healthy
864,102.436543,2.94591,Healthy
865,102.437241,2.946458,Healthy
866,102.433219,2.946975,Healthy
867,102.437052,2.946121,Healthy
868,102.43283,2.946565,Healthy
869,102.437281,2.946529,Healthy
870,102.431717,2.94764,Healthy
871,102.436382,2.94591,Healthy
872,102.431722,2.947502,Healthy
873,102.434615,2.945277,Unhealthy
874,102.437466538,2.946468092,Healthy
875,102.436346,2.945566,Healthy
876,102.431837,2.947707,Healthy
877,102.431766441,2.947439005,Unhealthy
878,102.436116,2.945154,Healthy
879,102.433145,2.946699,Healthy
880,102.437321,2.946195,Healthy
881,102.436268,2.945564,Healthy
882,102.431562,2.947226,Healthy
883,102.431598,2.947159,Healthy
884,102.431743,2.947704,Healthy
885,102.432076,2.948111,Healthy
886,102.436237,2.945218,Healthy
887,102.43326,2.946905,Healthy
888,102.43477,2.94528,Healthy
889,102.436153,2.945358,Healthy
890,102.437133,2.946258,Healthy
891,102.433099,2.946634,Healthy
892,102.431523,2.947161,Healthy
893,102.431798,2.947501,Healthy
894,102.435873,2.945017,Healthy
895,102.436385,2.945494,Healthy
896,102.437243,2.946334,Healthy
897,102.436076,2.945082,Healthy
898,102.437396,2.946606,Healthy
899,102.431997,2.94785,Healthy
900,102.436501,2.945976,Healthy
901,102.43717,2.94606,Healthy
902,102.432637,2.946077,Healthy
903,102.436465,2.945633,Healthy
904,102.43739,2.946328,Healthy
905,102.432908,2.946423,Healthy
906,102.437628,2.946747,Healthy
907,102.433182,2.94677,Healthy
908,102.437819,2.947094,Healthy
909,102.437279,2.946397,Healthy
910,102.43306,2.94684,Healthy
911,102.436269,2.945429,Healthy
912,102.433098,2.946767,Healthy
913,102.432869,2.946213,Healthy
914,102.435954,2.945154,Healthy
915,102.431761,2.947571,Healthy
916,102.432869,2.946629,Healthy
917,102.435993,2.945082,Healthy
918,102.432715,2.946216,Healthy
919,102.431639,2.947229,Healthy
920,102.435995,2.945217,Healthy
921,102.437283,2.946127,Healthy
922,102.432675,2.946284,Unhealthy
923,102.43721,2.946259,Healthy
924,102.436302,2.94549,Healthy
925,102.437548,2.94661,Healthy
926,102.437547,2.946875,Healthy
927,102.437617,2.947021,Healthy
928,102.43604,2.945015,Healthy
929,102.437397,2.946457,Healthy
930,102.436346,2.94584,Healthy
931,102.437549,2.946737,Healthy
932,102.436151,2.945226,Healthy
933,102.437742,2.946955,Healthy
934,102.432832,2.946427,Unhealthy
935,102.432753,2.946289,Healthy
936,102.432154,2.948112,Healthy
937,102.437667,2.946955,Healthy
938,102.437471,2.946745,Healthy
939,102.435959,2.945015,Healthy
940,102.433217,2.946836,Healthy
941,102.432795,2.946098,Healthy
942,102.437433,2.946678,Healthy
943,102.43295,2.946354,Healthy
944,102.437247,2.946196,Healthy
945,102.432869,2.946355,Healthy
946,102.433142,2.946972,Healthy
947,102.432635,2.946221,Unhealthy
948,102.436068,2.945221,Healthy
949,102.437587,2.946679,Healthy
950,102.436229,2.94536,Healthy
951,102.437624,2.946884,Healthy
952,102.43631,2.945633,Healthy
953,102.437357,2.946267,Healthy
954,102.431884,2.947776,Healthy
955,102.43736,2.94653,Healthy
956,102.437097,2.946192,Healthy
957,102.437707,2.947022,Healthy
958,102.432791,2.946358,Healthy
959,102.432946,2.946498,Healthy
960,102.437315,2.946464,Healthy
961,102.436311,2.945361,Healthy
962,102.436034,2.945151,Healthy
963,102.432871,2.946495,Healthy
964,102.432911,2.946696,Healthy
965,102.435912,2.945083,Healthy
966,102.436115,2.945014,Healthy
967,102.432681,2.946139,Healthy
968,102.432826,2.946288,Healthy
969,102.432901,2.946292,Healthy
970,102.433021,2.946493,Unhealthy
971,102.43717,2.94619,Healthy
972,102.437128,2.946121,Healthy
973,102.437207,2.946123,Healthy
974,102.437283,2.946265,Healthy
975,102.437414,2.94639,Healthy
976,102.437659,2.946819,Healthy
977,102.437704,2.946883,Healthy
978,102.436227,2.946041,Healthy
979,102.434484,2.947118,Healthy
980,102.431798,2.948594,Healthy
981,102.439459,2.947808,Healthy
982,102.438015,2.947023,Healthy
983,102.43164,2.948596,Healthy
984,102.439305,2.947538,Healthy
985,102.431836,2.948799,Healthy
986,102.437632,2.94606,Healthy
987,102.431718,2.948593,Healthy
988,102.438134,2.947097,Healthy
989,102.437863,2.946481,Healthy
990,102.431479,2.948317,Healthy
991,102.431836,2.948665,Healthy
992,102.438092,2.947029,Healthy
993,102.434671,2.947594,Healthy
994,102.431879,2.948595,Healthy
995,102.438174,2.946892,Healthy
996,102.43456,2.94725,Healthy
997,102.434829,2.947597,Healthy
998,102.434558,2.947117,Healthy
999,102.434637,2.947118,Healthy
1000,102.437979,2.94696,Healthy
1001,102.437514436,2.946128741,Healthy
1002,102.434681,2.947462,Healthy
1003,102.436491,2.946801,Healthy
1004,102.431556,2.948457,Healthy
1005,102.436182,2.94625,Healthy
1006,102.431397,2.948179,Healthy
1007,102.432034,2.948866,Healthy
1008,102.436186,2.946113,Healthy
1009,102.431794,2.948867,Healthy
1010,102.431874,2.94873,Unhealthy
1011,102.438056,2.946962,Healthy
1012,102.431992,2.948796,Healthy
1013,102.431676,2.948528,Healthy
1014,102.439381,2.947672,Healthy
1015,102.439696,2.947808,Healthy
1016,102.431951,2.948864,Healthy
1017,102.436375,2.946596,Healthy
1018,102.434596,2.947462,Healthy
1019,102.438098,2.946887,Healthy
1020,102.431716,2.948321,Healthy
1021,102.434679,2.947186,Healthy
1022,102.43913,2.948076,Healthy
1023,102.432066,2.94921,Healthy
1024,102.439184,2.948005,Healthy
1025,102.438991,2.947518,Healthy
1026,102.434985,2.948142,Healthy
1027,102.439133,2.947667,Healthy
1028,102.436608,2.946595,Healthy
1029,102.434438,2.947185,Healthy
1030,102.431679,2.94825,Healthy
1031,102.436533,2.946594,Healthy
1032,102.431875,2.94887,Healthy
1033,102.435069,2.94787,Healthy
1034,102.436146,2.946042,Healthy
1035,102.435108,2.947944,Healthy
1036,102.431874,2.949007,Healthy
1037,102.439693,2.948222,Healthy
1038,102.431795,2.948728,Healthy
1039,102.431556,2.948181,Healthy
1040,102.435015,2.94808,Healthy
1041,102.439928,2.948225,Healthy
1042,102.43883,2.947518,Healthy
1043,102.434632,2.947528,Healthy
1044,102.431758,2.948664,Healthy
1045,102.43176,2.948523,Healthy
1046,102.434519,2.947187,Healthy
1047,102.431596,2.948524,Healthy
1048,102.431912,2.948797,Healthy
1049,102.436457,2.94673,Unhealthy
1050,102.434865,2.947939,Healthy
1051,102.431717,2.948733,Healthy
1052,102.431432,2.948247,Healthy
1053,102.437707,2.946336,Healthy
1054,102.436532,2.946729,Healthy
1055,102.431834,2.94893,Healthy
1056,102.436381,2.94632,Healthy
1057,102.436072,2.946043,Healthy
1058,102.437787,2.94634,Healthy
1059,102.439229,2.947255,Healthy
1060,102.431736,2.948799,Healthy
1061,102.437711,2.946205,Healthy
1062,102.431635,2.948321,Healthy
1063,102.439419,2.947605,Unhealthy
1064,102.434597,2.947322,Healthy
1065,102.439415,2.947747,Healthy
1066,102.431637,2.948182,Healthy
1067,102.43626,2.946247,Healthy
1068,102.439108,2.947595,Healthy
1069,102.434753,2.947461,Healthy
1070,102.436225,2.946181,Healthy
1071,102.439229,2.947394,Healthy
1072,102.436335,2.946528,Healthy
1073,102.431599,2.94825,Healthy
1074,102.434641,2.947256,Healthy
1075,102.431911,2.948936,Unhealthy
1076,102.439072,2.947523,Healthy
1077,102.438951,2.947588,Healthy
1078,102.439184,2.947732,Healthy
1079,102.431673,2.948385,Healthy
1080,102.434912,2.947598,Healthy
1081,102.431636,2.948455,Healthy
1082,102.431481,2.948179,Healthy
1083,102.43502,2.947802,Healthy
1084,102.439264,2.94719,Healthy
1085,102.439495,2.947599,Healthy
1086,102.432069,2.949077,Healthy
1087,102.437748,2.946271,Healthy
1088,102.432105,2.949142,Healthy
1089,102.436386,2.946182,Healthy
1090,102.43195,2.949009,Healthy
1091,102.439265,2.947327,Healthy
1092,102.438919,2.947242,Healthy
1093,102.439539,2.947666,Healthy
1094,102.431517,2.948247,Healthy
1095,102.436615,2.946726,Healthy
1096,102.437981,2.946823,Healthy
1097,102.437631,2.946202,Healthy
1098,102.439503,2.947748,Healthy
1099,102.43156,2.948318,Healthy
1100,102.43657,2.9468,Unhealthy
1101,102.436299,2.946455,Healthy
1102,102.434751,2.947737,Healthy
1103,102.434709,2.947665,Healthy
1104,102.436491,2.946661,Healthy
1105,102.437867,2.946341,Healthy
1106,102.439578,2.948012,Healthy
1107,102.434906,2.948012,Healthy
1108,102.434832,2.947461,Healthy
1109,102.437591,2.946135,Healthy
1110,102.438799,2.947176,Healthy
1111,102.436798,2.947076,Healthy
1112,102.43665,2.946799,Healthy
1113,102.439808,2.94815,Healthy
1114,102.43499,2.947734,Healthy
1115,102.434754,2.947596,Healthy
1116,102.435067,2.948141,Unhealthy
1117,102.434637,2.947388,Healthy
1118,102.434942,2.948082,Healthy
1119,102.43495,2.947666,Healthy
1120,102.43203,2.949141,Healthy
1121,102.439216,2.948213,Unhealthy
1122,102.436416,2.946525,Healthy
1123,102.431988,2.948932,Healthy
1124,102.437556,2.946064,Healthy
1125,102.432223,2.949212,Healthy
1126,102.43922,2.947939,Healthy
1127,102.434906,2.94774,Healthy
1128,102.432108,2.949007,Healthy
1129,102.439771,2.948222,Healthy
1130,102.436769,2.946869,Healthy
1131,102.434984,2.947872,Healthy
1132,102.436603,2.94687,Unhealthy
1133,102.434518,2.947323,Healthy
1134,102.438872,2.947588,Unhealthy
1135,102.439652,2.948154,Healthy
1136,102.432032,2.949004,Healthy
1137,102.434676,2.947321,Healthy
1138,102.436727,2.946806,Healthy
1139,102.439617,2.94781,Healthy
1140,102.435141,2.948146,Healthy
1141,102.439184,2.948144,Healthy
1142,102.434867,2.947668,Healthy
1143,102.439848,2.948225,Healthy
1144,102.436305,2.946182,Unhealthy
1145,102.438952,2.94745,Healthy
1146,102.437902,2.946552,Unhealthy
1147,102.434947,2.94794,Healthy
1148,102.435017,2.94794,Healthy
1149,102.437786,2.94662,Healthy
1150,102.439461,2.947672,Healthy
1151,102.439374,2.948211,Healthy
1152,102.439539,2.947813,Healthy
1153,102.43191,2.949075,Healthy
1154,102.435221,2.948143,Healthy
1155,102.437825,2.946552,Healthy
1156,102.439382,2.947529,Healthy
1157,102.439863,2.948086,Healthy
1158,102.43911,2.947189,Healthy
1159,102.438831,2.947384,Healthy
1160,102.438131,2.946961,Healthy
1161,102.437748,2.94641,Healthy
1162,102.439304,2.947392,Healthy
1163,102.431993,2.949077,Healthy
1164,102.431836,2.948524,Healthy
1165,102.434718,2.947254,Healthy
1166,102.439138,2.947254,Healthy
1167,102.438909,2.947518,Healthy
1168,102.43817,2.947027,Healthy
1169,102.43938,2.948078,Healthy
1170,102.439286,2.948076,Healthy
1171,102.43483,2.947738,Healthy
1172,102.437864,2.946619,Healthy
1173,102.438053,2.947099,Healthy
1174,102.439579,2.947601,Healthy
1175,102.434553,2.947393,Healthy
1176,102.432185,2.94914,Healthy
1177,102.438211,2.946962,Healthy
1178,102.436339,2.946384,Healthy
1179,102.438837,2.947245,Healthy
1180,102.437552,2.946202,Unhealthy
1181,102.436496,2.946391,Unhealthy
1182,102.439103,2.947868,Healthy
1183,102.437937,2.946887,Healthy
1184,102.439732,2.948017,Healthy
1185,102.439344,2.947602,Healthy
1186,102.439542,2.947531,Healthy
1187,102.435104,2.94808,Healthy
1188,102.436263,2.946116,Healthy
1189,102.436844,2.947009,Healthy
1190,102.432072,2.948926,Healthy
1191,102.437475,2.94606,Healthy
1192,102.434791,2.947385,Healthy
1193,102.437937,2.946478,Healthy
1194,102.439891,2.948154,Healthy
1195,102.439538,2.947945,Healthy
1196,102.431958,2.94873,Healthy
1197,102.437788,2.946478,Healthy
1198,102.439462,2.947533,Healthy
1199,102.438792,2.947451,Healthy
1200,102.438987,2.947655,Healthy
1201,102.438992,2.947385,Healthy
1202,102.439066,2.947676,Healthy
1203,102.43487,2.94753,Healthy
1204,102.437672,2.946132,Healthy
1205,102.439263,2.947865,Healthy
1206,102.438096,2.946765,Healthy
1207,102.438944,2.947731,Healthy
1208,102.439258,2.948139,Unhealthy
1209,102.431715,2.948453,Healthy
1210,102.436676,2.946731,Healthy
1211,102.439385,2.947397,Healthy
1212,102.432146,2.949076,Healthy
1213,102.439808,2.948011,Healthy
1214,102.439334,2.948147,Healthy
1215,102.436461,2.946321,Unhealthy
1216,102.439266,2.948006,Healthy
1217,102.4379,2.946413,Healthy
1218,102.431989,2.949212,Healthy
1219,102.436674,2.94701,Healthy
1220,102.437671,2.946269,Healthy
1221,102.439461,2.947395,Healthy
1222,102.436421,2.946252,Healthy
1223,102.439419,2.947463,Healthy
1224,102.432151,2.949208,Healthy
1225,102.434823,2.947872,Unhealthy
1226,102.439689,2.947944,Healthy
1227,102.438874,2.947447,Healthy
1228,102.436379,2.946457,Healthy
1229,102.436608,2.947008,Healthy
1230,102.439179,2.947318,Healthy
1231,102.436496,2.946522,Unhealthy
1232,102.439309,2.947943,Healthy
1233,102.437826,2.946272,Healthy
1234,102.438794,2.947314,Healthy
1235,102.438908,2.947658,Healthy
1236,102.439697,2.948079,Healthy
1237,102.437754,2.946134,Healthy
1238,102.438021,2.946616,Healthy
1239,102.438758,2.947243,Healthy
1240,102.434989,2.94801,Healthy
1241,102.436455,2.94646,Healthy
1242,102.438755,2.947382,Healthy
1243,102.438913,2.947383,Healthy
1244,102.436146,2.946182,Healthy
1245,102.439577,2.94774,Healthy
1246,102.438878,2.947179,Healthy
1247,102.438957,2.947314,Healthy
1248,102.43872,2.947175,Healthy
1249,102.438708,2.947308,Healthy
1250,102.439103,2.948002,Healthy
1251,102.439614,2.948083,Healthy
1252,102.434789,2.947807,Healthy
1253,102.439731,2.947877,Healthy
1254,102.4395,2.947879,Healthy
1255,102.437708,2.946069,Healthy
1256,102.436722,2.947072,Healthy
1257,102.439339,2.948009,Healthy
1258,102.439776,2.948084,Healthy
1259,102.438878,2.947318,Healthy
1260,102.439182,2.947872,Healthy
1261,102.439502,2.947463,Healthy
1262,102.43495,2.947806,Healthy
1263,102.435064,2.94801,Healthy
1264,102.43965,2.948011,Healthy
1265,102.439065,2.947795,Healthy
1266,102.435184,2.948079,Healthy
1267,102.438984,2.947796,Healthy
1268,102.43634,2.946252,Healthy
1269,102.43611,2.946112,Healthy
1270,102.437592,2.946271,Healthy
1271,102.439139,2.947802,Healthy
1272,102.439343,2.947327,Healthy
1273,102.436224,2.946318,Healthy
1274,102.437939,2.946752,Healthy
1275,102.439345,2.94719,Healthy
1276,102.439617,2.947944,Healthy
1277,102.436535,2.946454,Healthy
1278,102.439027,2.947865,Healthy
1279,102.436345,2.946119,Healthy
1280,102.439135,2.947938,Healthy
1281,102.438017,2.946896,Healthy
1282,102.43688,2.94708,Healthy
1283,102.439307,2.94726,Healthy
1284,102.439729,2.948151,Healthy
1285,102.43786,2.946746,Healthy
1286,102.437709,2.946469,Healthy
1287,102.439769,2.947945,Healthy
1288,102.439449,2.94822,Healthy
1289,102.436419,2.946382,Healthy
1290,102.436652,2.947074,Healthy
1291,102.436768,2.947009,Healthy
1292,102.436804,2.946945,Healthy
1293,102.437663,2.946407,Healthy
1294,102.437626,2.946338,Healthy
1295,102.437747,2.946544,Healthy
1296,102.438018,2.946758,Healthy
1297,102.438055,2.946693,Healthy
1298,102.437891,2.946811,Healthy
1299,102.437821,2.946685,Unhealthy
1300,102.437899,2.946685,Healthy
1301,102.437984,2.946685,Healthy
1302,102.43794,2.946619,Healthy
1303,102.437976,2.946538,Healthy
1304,102.437782,2.946206,Healthy
1305,102.438254,2.947038,Healthy
1306,102.438293,2.947099,Healthy
1307,102.439418,2.947323,Healthy
1308,102.439385,2.947261,Healthy
1309,102.439589,2.947881,Healthy
1310,102.439421,2.948151,Healthy
1311,102.438673,2.947243,Healthy
1312,102.436742,2.945576,Healthy
1313,102.436696931,2.945644152,Healthy
1314,102.438446,2.946008,Healthy
1315,102.43666,2.945435,Healthy
1316,102.436776,2.945503,Healthy
1317,102.43689,2.945715,Healthy
1318,102.436389,2.945096,Healthy
1319,102.436977,2.945713,Healthy
1320,102.43685,2.94564,Unhealthy
1321,102.436623,2.945365,Healthy
1322,102.437012,2.945916,Healthy
1323,102.438116,2.945253,Unhealthy
1324,102.439875,2.949118,Unhealthy
1325,102.43693,2.945782,Healthy
1326,102.436588,2.945298,Healthy
1327,102.436816,2.945707,Healthy
1328,102.43639,2.944956,Healthy
1329,102.43651,2.945029,Healthy
1330,102.436661,2.945563,Healthy
1331,102.439914,2.949315,Healthy
1332,102.438072,2.945326,Unhealthy
1333,102.436578,2.945434,Healthy
1334,102.437564,2.945107,Healthy
1335,102.436736,2.945708,Healthy
1336,102.436743,2.945299,Healthy
1337,102.436509,2.945157,Healthy
1338,102.434007,2.947119,Healthy
1339,102.434283,2.947315,Healthy
1340,102.436549,2.945093,Healthy
1341,102.436815,2.945576,Healthy
1342,102.436737,2.945433,Healthy
1343,102.439999,2.949327,Healthy
1344,102.436586,2.945163,Healthy
1345,102.438153,2.945322,Unhealthy
1346,102.43682,2.945432,Healthy
1347,102.437011,2.945778,Unhealthy
1348,102.436934,2.945646,Healthy
1349,102.43799,2.946004,Healthy
1350,102.436428,2.945026,Healthy
1351,102.436468,2.944957,Healthy
1352,102.436311,2.944956,Healthy
1353,102.437405,2.945109,Healthy
1354,102.434128,2.947182,Healthy
1355,102.439766,2.948773,Healthy
1356,102.436887,2.945978,Healthy
1357,102.438228,2.945472,Healthy
1358,102.43432,2.947523,Healthy
1359,102.436627,2.945088,Healthy
1360,102.439446,2.948625,Healthy
1361,102.439875,2.949252,Healthy
1362,102.434281,2.947452,Healthy
1363,102.436352,2.945026,Healthy
1364,102.438424,2.945808,Healthy
1365,102.43764,2.945247,Healthy
1366,102.43988,2.948974,Healthy
1367,102.439798,2.949246,Healthy
1368,102.439915,2.949181,Healthy
1369,102.437873,2.944978,Healthy
1370,102.434198,2.947186,Unhealthy
1371,102.436622,2.94523,Healthy
1372,102.437996,2.945052,Healthy
1373,102.436974,2.945851,Healthy
1374,102.439252,2.948282,Healthy
1375,102.437717,2.944977,Unhealthy
1376,102.434323,2.94739,Healthy
1377,102.440038,2.949257,Healthy
1378,102.439952,2.949112,Healthy
1379,102.436971,2.945978,Healthy
1380,102.437993,2.945324,Unhealthy
1381,102.439378,2.948351,Healthy
1382,102.437485,2.944972,Unhealthy
1383,102.436855,2.945916,Unhealthy
1384,102.438065,2.945597,Healthy
1385,102.439841,2.949048,Healthy
1386,102.436705,2.945233,Healthy
1387,102.43705,2.945851,Healthy
1388,102.436589,2.94502,Healthy
1389,102.436549,2.944955,Healthy
1390,102.434083,2.947116,Healthy
1391,102.439681,2.948901,Healthy
1392,102.438497,2.945942,Healthy
1393,102.438345,2.945673,Healthy
1394,102.437836,2.945185,Healthy
1395,102.436899,2.945578,Healthy
1396,102.437989,2.945864,Healthy
1397,102.438026,2.945932,Healthy
1398,102.436899,2.945849,Healthy
1399,102.437911,2.94573,Healthy
1400,102.437755,2.945862,Unhealthy
1401,102.434355,2.94787,Unhealthy
1402,102.436815,2.945842,Healthy
1403,102.439954,2.949255,Healthy
1404,102.43424,2.947527,Healthy
1405,102.439762,2.948904,Healthy
1406,102.434546,2.947938,Healthy
1407,102.434441,2.947589,Healthy
1408,102.439719,2.949107,Healthy
1409,102.434005,2.947249,Healthy
1410,102.434082,2.947251,Healthy
1411,102.439331,2.948419,Healthy
1412,102.439841,2.948906,Healthy
1413,102.437874,2.945251,Healthy
1414,102.434635,2.947937,Healthy
1415,102.434515,2.947868,Healthy
1416,102.434239,2.947664,Healthy
1417,102.436468,2.945092,Healthy
1418,102.440073,2.949321,Healthy
1419,102.439918,2.949047,Healthy
1420,102.439835,2.949183,Healthy
1421,102.437951,2.945933,Healthy
1422,102.437047,2.945988,Healthy
1423,102.439412,2.948556,Healthy
1424,102.438303,2.945602,Healthy
1425,102.438112,2.945525,Unhealthy
1426,102.437602,2.945176,Healthy
1427,102.436547,2.945227,Healthy
1428,102.437561,2.945249,Healthy
1429,102.437674,2.945729,Healthy
1430,102.437598,2.94545,Healthy
1431,102.43976,2.949042,Healthy
1432,102.439691,2.948632,Healthy
1433,102.437718,2.945521,Healthy
1434,102.437952,2.945256,Healthy
1435,102.439801,2.948978,Healthy
1436,102.437992,2.945186,Healthy
1437,102.434357,2.947593,Healthy
1438,102.439686,2.948767,Healthy
1439,102.438304,2.945875,Healthy
1440,102.43458,2.948141,Healthy
1441,102.437956,2.945118,Healthy
1442,102.437838,2.945043,Healthy
1443,102.43783,2.94573,Healthy
1444,102.434508,2.948138,Healthy
1445,102.437912,2.946002,Healthy
1446,102.438264,2.94567,Unhealthy
1447,102.439614,2.948496,Healthy
1448,102.437793,2.945663,Healthy
1449,102.434508,2.948004,Healthy
1450,102.43737,2.945039,Healthy
1451,102.434278,2.947594,Healthy
1452,102.437714,2.945387,Healthy
1453,102.437834,2.945863,Unhealthy
1454,102.434748,2.948139,Healthy
1455,102.437912,2.945326,Healthy
1456,102.439729,2.948701,Healthy
1457,102.439646,2.948832,Healthy
1458,102.438226,2.945598,Healthy
1459,102.439563,2.948835,Healthy
1460,102.439998,2.949188,Healthy
1461,102.439807,2.948836,Healthy
1462,102.437525,2.94531,Healthy
1463,102.438024,2.945259,Healthy
1464,102.434044,2.947319,Healthy
1465,102.43949,2.948697,Healthy
1466,102.437368,2.945171,Healthy
1467,102.439526,2.94863,Healthy
1468,102.439494,2.948423,Healthy
1469,102.434396,2.947663,Healthy
1470,102.437955,2.944981,Healthy
1471,102.438108,2.945394,Healthy
1472,102.439606,2.948764,Healthy
1473,102.439488,2.948559,Healthy
1474,102.434316,2.947796,Healthy
1475,102.434165,2.947113,Healthy
1476,102.439679,2.949042,Healthy
1477,102.439834,2.949315,Healthy
1478,102.439452,2.948346,Healthy
1479,102.437797,2.945115,Healthy
1480,102.43795,2.945795,Healthy
1481,102.434517,2.947732,Healthy
1482,102.434359,2.947455,Healthy
1483,102.434671,2.948007,Healthy
1484,102.437874,2.945935,Healthy
1485,102.434474,2.94766,Healthy
1486,102.438036,2.945119,Healthy
1487,102.434431,2.947729,Healthy
1488,102.437094,2.945921,Unhealthy
1489,102.436657,2.94516,Healthy
1490,102.438144,2.945597,Healthy
1491,102.4396,2.948905,Healthy
1492,102.439531,2.948491,Healthy
1493,102.434318,2.947663,Healthy
1494,102.437639,2.945657,Healthy
1495,102.434279,2.947733,Healthy
1496,102.434547,2.948073,Healthy
1497,102.434553,2.947801,Healthy
1498,102.437907,2.945864,Healthy
1499,102.439648,2.948699,Healthy
1500,102.437714,2.945789,Healthy
1501,102.434471,2.948071,Healthy
1502,102.434715,2.948076,Healthy
1503,102.437446,2.945037,Healthy
1504,102.434167,2.947527,Healthy
1505,102.437796,2.945519,Healthy
1506,102.437534,2.945037,Healthy
1507,102.43795,2.945389,Healthy
1508,102.437483,2.94511,Healthy
1509,102.437288,2.945037,Healthy
1510,102.437526,2.945175,Healthy
1511,102.437601,2.945319,Healthy
1512,102.437875,2.945112,Healthy
1513,102.437638,2.945386,Healthy
1514,102.434123,2.947456,Healthy
1515,102.439609,2.94863,Healthy
1516,102.437557,2.945518,Unhealthy
1517,102.437562,2.945378,Healthy
1518,102.437684,2.945589,Healthy
1519,102.434631,2.948074,Healthy
1520,102.439799,2.94911,Healthy
1521,102.433966,2.947179,Healthy
1522,102.437987,2.945452,Healthy
1523,102.434193,2.947596,Healthy
1524,102.437678,2.945317,Healthy
1525,102.436781,2.945365,Healthy
1526,102.438067,2.946005,Healthy
1527,102.438381,2.945876,Unhealthy
1528,102.434401,2.947521,Healthy
1529,102.434593,2.948007,Healthy
1530,102.43964,2.948967,Healthy
1531,102.439534,2.948356,Healthy
1532,102.438183,2.945661,Healthy
1533,102.437916,2.945187,Unhealthy
1534,102.434124,2.94732,Healthy
1535,102.439576,2.94842,Healthy
1536,102.437786,2.945931,Healthy
1537,102.438228,2.945872,Healthy
1538,102.43945,2.948488,Healthy
1539,102.43752,2.945453,Healthy
1540,102.434434,2.947869,Healthy
1541,102.438532,2.946013,Healthy
1542,102.434672,2.94814,Healthy
1543,102.434196,2.947318,Healthy
1544,102.438144,2.945731,Healthy
1545,102.43745,2.945179,Healthy
1546,102.43776,2.945045,Healthy
1547,102.439571,2.948559,Healthy
1548,102.43928,2.948347,Healthy
1549,102.43443,2.948005,Healthy
1550,102.434196,2.947457,Healthy
1551,102.438234,2.945737,Healthy
1552,102.434594,2.947871,Healthy
1553,102.437916,2.945044,Healthy
1554,102.439416,2.948418,Healthy
1555,102.437799,2.944974,Healthy
1556,102.438145,2.945466,Healthy
1557,102.437249,2.944967,Healthy
1558,102.437599,2.945583,Healthy
1559,102.437674,2.945455,Healthy
1560,102.43416,2.947249,Healthy
1561,102.437801,2.945795,Healthy
1562,102.439719,2.948972,Healthy
1563,102.437409,2.945247,Healthy
1564,102.437334,2.944972,Healthy
1565,102.434086,2.94739,Healthy
1566,102.439372,2.948486,Healthy
1567,102.438299,2.946001,Healthy
1568,102.437641,2.945521,Healthy
1569,102.437719,2.945661,Healthy
1570,102.439524,2.948766,Healthy
1571,102.437446,2.945318,Healthy
1572,102.438181,2.945804,Healthy
1573,102.438107,2.945667,Healthy
1574,102.437869,2.945663,Healthy
1575,102.437834,2.945592,Healthy
1576,102.437756,2.945596,Healthy
1577,102.437755,2.945455,Healthy
1578,102.437128,2.945992,Healthy
1579,102.436464,2.94523,Healthy
1580,102.434392,2.947802,Healthy
1581,102.43447,2.947802,Healthy
1582,102.434395,2.947934,Healthy
1583,102.434165,2.947389,Healthy
1584,102.439343,2.948284,Healthy
1585,102.439082,2.946295,Healthy
1586,102.439047,2.946227,Healthy
1587,102.437117,2.946809,Healthy
1588,102.436753,2.947691,Healthy
1589,102.43704,2.94653,Healthy
1590,102.43309,2.949216,Healthy
1591,102.432893,2.94889,Healthy
1592,102.43912,2.946225,Healthy
1593,102.439275,2.946502,Healthy
1594,102.439007,2.946157,Healthy
