id,Long,Lat,Class,y,HH_mean,HH_std,HH_min,HH_max,HH_p25,HH_p50,HV_mean,HV_std,HV_min,HV_max,HV_p25,HV_p50,VH_mean,VH_std,VH_min,VH_max,VH_p25,VH_p50,VV_mean,VV_std,VV_min,VV_max,VV_p25,VV_p50,H_mean,H_std,A_mean,A_std,alpha_mean,alpha_std,Pd_mean,Pd_std,Pv_mean,Pv_std,Ps_mean,Ps_std,Pc_mean,Pc_std
1,102.6672952,2.745768554,Healthy,0,0.1568148314125008,0.10498334035860428,0.05326737463474274,0.34832170605659485,0.06472758203744888,0.15244951844215393,0.018070924302770033,0.009226024360489346,0.009343498386442661,0.03467007726430893,0.009592571295797825,0.016664110124111176,0.016253165590266388,0.007444389567352021,0.009646360762417316,0.030821092426776886,0.01035297755151987,0.012865826487541199,0.06806239361564319,0.022961055540975297,0.04008965194225311,0.10991092026233673,0.055054400116205215,0.056775160133838654,0.8365515801641676,0.01528429100446951,0.29959888094001347,0.04051860828562061,41.84503089057075,1.4583589440665627,-17.176071378919815,1.4362027292148685,-11.803105566236708,0.8331206045327167,-13.59506501091851,0.7603614983693481,-20.76848581102159,0.44427089930525393
2,102.6672986,2.745832022,Healthy,0,0.17030802783038881,0.07329547350236523,0.08096541464328766,0.3205842077732086,0.1177021786570549,0.1566684991121292,0.024576248601078987,0.009717551130518821,0.010942276567220688,0.04597906395792961,0.020523713901638985,0.022186432033777237,0.021032475348975923,0.00869678840294179,0.011552334763109684,0.03594266623258591,0.012865826487541199,0.017985720187425613,0.09675821620557043,0.034164176136633195,0.04008965194225311,0.15212474763393402,0.07067442685365677,0.10454289615154266,0.8570593065685697,0.014178447396779401,0.3339080810546875,0.01920834743254769,43.351758321126304,0.7536739123881478,-16.102364434136284,0.8564445937030291,-11.034568892584907,0.7678095555561266,-12.773596657647026,0.522532659602262,-20.053740395439995,0.7850957614303655
3,102.6673036,2.745915533,Healthy,0,0.1737751273645295,0.045816644771024075,0.11827381700277328,0.26958876848220825,0.1305820196866989,0.1651819497346878,0.028402632102370262,0.006665165383553692,0.020523713901638985,0.04597906395792961,0.02610735408961773,0.026729345321655273,0.02929891087114811,0.004635002177850946,0.02490212954580784,0.039091628044843674,0.025828653946518898,0.027618182823061943,0.1291556383172671,0.01147659288132842,0.10717012733221054,0.15212474763393402,0.12393664568662643,0.12908294796943665,0.8878411319520738,0.01779652009049264,0.3234010570579105,0.01868725387068118,44.86929575602213,1.1627679887443867,-15.872184117635092,0.37490551659839755,-9.665234247843424,0.3609201499814416,-12.661601278516981,0.6265680832838378,-18.53766526116265,0.735090134217113
4,102.6673069,2.745995703,Healthy,0,0.15792781114578247,0.03462975398298867,0.1171773299574852,0.22366027534008026,0.12798038125038147,0.16464577615261078,0.028304986448751554,0.003077483254199618,0.02490231953561306,0.035956911742687225,0.02671694941818714,0.027414808049798012,0.02784023702972465,0.00426776457020757,0.02415718324482441,0.039091628044843674,0.025481922551989555,0.026293644681572914,0.12490889595614539,0.01405701297496451,0.09535911679267883,0.14211054146289825,0.1233958974480629,0.12945400178432465,0.8955916364987692,0.016027291137620126,0.3133235474427541,0.016035045643963915,45.46879662407769,1.185764266021595,-16.377833048502605,0.5887197290046174,-9.466041776869032,0.15876693044207438,-13.132307794358995,0.8040884054183134,-18.062220679389107,0.47600668076004177
5,102.6673804,2.746042469,Healthy,0,0.13095912585655847,0.021433274182343625,0.11024011671543121,0.17313037812709808,0.1171773299574852,0.11944872885942459,0.027202639107902844,0.0037589982891723904,0.023044362664222717,0.035956911742687225,0.02490231953561306,0.02608206309378147,0.02672182209789753,0.0032936185686106303,0.02131083607673645,0.03210907801985741,0.025481922551989555,0.026293644681572914,0.11232818828688727,0.014111952495314339,0.09316282719373703,0.14211054146289825,0.10717012733221054,0.10902688652276993,0.9105822311507331,0.012595578318551744,0.29754772451188827,0.0233439628240156,46.80239783393012,1.0216014139732583,-17.0147369172838,0.9218357863264088,-9.589794476826986,0.14862682226228488,-14.25454150305854,0.7179868326010709,-18.00366677178277,0.31364965920721305
6,102.6674422,2.746079214,Healthy,0,0.12036492427190144,0.008459244513260564,0.11024011671543121,0.1406012624502182,0.1171773299574852,0.11944872885942459,0.024578271433711052,0.001715549802236821,0.022198300808668137,0.026729345321655273,0.023044362664222717,0.024183569476008415,0.024372327865825757,0.0033884294308431204,0.018747344613075256,0.029784074053168297,0.02131083607673645,0.025907758623361588,0.10373007506132126,0.011796960113215136,0.08691790699958801,0.12485076487064362,0.09316282719373703,0.10717012733221054,0.9136764605840048,0.006634246454201129,0.29469873507817584,0.01647734223333003,47.64729860093858,1.2874659501784003,-16.457281642489964,0.9224484486518969,-9.966645346747505,0.2976944015620585,-15.18850326538086,1.561579277224529,-18.007524490356445,0.2830530269195691
7,102.6674455,2.745995703,Healthy,0,0.12467595686515172,0.01303311087841858,0.11024011671543121,0.15244847536087036,0.1171773299574852,0.12034044414758682,0.024966090710626707,0.0019252764566127024,0.02183595485985279,0.027414808049798012,0.02355354093015194,0.0260358527302742,0.028249151797758207,0.004536370779831551,0.021239150315523148,0.039091628044843674,0.026039933785796165,0.027618182823061943,0.11256028132306205,0.01700492429039622,0.08691790699958801,0.13827529549598694,0.09535911679267883,0.11666262149810791,0.9087794886695014,0.013205740587512447,0.32115603817833793,0.0153439286414293,45.56863869561089,1.9867843546624928,-16.03729746076796,0.5239995905385705,-9.673240767584907,0.10344782817761326,-13.673705842759874,0.8654179992262263,-18.57526143391927,0.810602519124621
8,102.6673771,2.745955618,Healthy,0,0.1415579261051284,0.021396731424269837,0.11046409606933594,0.17313037812709808,0.12907877564430237,0.1305820196866989,0.025412221749623615,0.0020820214574568795,0.020523713901638985,0.02758646011352539,0.02490231953561306,0.02608206309378147,0.02945973827607102,0.0036190879925222775,0.025481922551989555,0.039091628044843674,0.027618182823061943,0.029104480519890785,0.12013190736373265,0.013036192312897708,0.0919312834739685,0.13827529549598694,0.11666262149810791,0.12393664568662643,0.897959848244985,0.015948933065814665,0.33507193128267926,0.011025964166376195,45.19707234700521,1.1788167526079274,-15.730247073703342,0.3191991279874706,-9.767912864685059,0.2863652484993641,-13.043474091423882,0.6636903153653178,-18.656600528293186,0.9678646836587712
9,102.667372,2.745877118,Healthy,0,0.14281436221467125,0.016348222352353753,0.1177021786570549,0.1651819497346878,0.13021604716777802,0.1388055384159088,0.024130764106909435,0.0025335708792865253,0.020523713901638985,0.02758646011352539,0.02231200411915779,0.023665843531489372,0.025768806950913534,0.007548934594665028,0.011700091883540154,0.039091628044843674,0.019979985430836678,0.028003932908177376,0.1096601171625985,0.022971144217059352,0.07067442685365677,0.13827529549598694,0.0919312834739685,0.11865433305501938,0.8826878600650363,0.016750371328704432,0.3412347502178616,0.007351818367961936,44.26228713989258,1.057704856292277,-15.83079465230306,0.6598501295658676,-10.223108715481228,0.5494538600922214,-12.789238188001844,0.4079571216720382,-19.4357295566135,1.1080179392082063
10,102.6674338,2.745917203,Healthy,0,0.13749118314849007,0.02722656908903129,0.11046409606933594,0.2073563039302826,0.12034044414758682,0.13021604716777802,0.024445527957545385,0.0021451243429257217,0.020523713901638985,0.027414808049798012,0.02355354093015194,0.024750998243689537,0.030173919060164027,0.0035256239606308174,0.026039933785796165,0.039091628044843674,0.029104480519890785,0.02921316958963871,0.12210412323474884,0.014614441510933282,0.0919312834739685,0.14032019674777985,0.11666262149810791,0.12485076487064362,0.8954325119654337,0.018138613970794963,0.3309194478723738,0.011617122738388505,44.092665354410805,2.289808611171858,-15.846203909979927,0.37961198975086907,-9.749877717759874,0.187969595805753,-13.02438735961914,0.6509973060919305,-19.308529112074112,1.1445863722524479
